"","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","OPtg","DRtg","NRtg","Pace","FTr","3PAr","TS_percent","eFG_percent_offense","TOV_percent_offense","ORB_percent","FT/FGA_offense","eFG_percent_defense","TOV_percent_defense","DRB_percent","FT/FGA_defense","Arena","Attend","Attend/G","...29","...30","...31","Year"
"304","20","Charlotte Bobcats","25.8","35","47","37","45","-1.27","0.07","-1.20","104.7","106.1","-1.4","88.3",".312",".213",".536",NA,".494","15.1","27.7",".231",NA,".498","14.4","73.0",".229",NA,"Time Warner Cable Arena","597,548","14,574",2009
"305","21","New York Knicks","25.7","32","50","34","48","-2.61","0.28","-2.33","108.1","110.8","-2.7","96.7",".268",".322",".544",NA,".503","12.9","24.4",".210",NA,".520","13.0","72.7",".215",NA,"Madison Square Garden (IV)","790,801","19,288",2009
"306","22","New Jersey Nets","25.7","34","48","34","48","-2.44","0.13","-2.31","108.3","111.0","-2.7","89.9",".303",".265",".543",NA,".497","12.7","25.2",".236",NA,".509","13.0","73.5",".272",NA,"Izod Center","621,062","15,148",2009
"307","23","Toronto Raptors","27.0","33","49","33","49","-2.82","0.28","-2.54","107.0","110.0","-3.0","92.0",".279",".193",".542",NA,".494","12.8","24.0",".230",NA,".511","12.6","73.7",".202",NA,"Air Canada Centre","769,707","18,773",2009
"308","24","Golden State Warriors","25.0","29","53","31","51","-3.74","-0.06","-3.80","109.5","113.3","-3.8","98.2",".339",".209",".549",NA,".497","12.9","26.1",".268",NA,".508","12.9","68.1",".251",NA,"Oracle Arena","776,660","18,943",2009
"309","25","Minnesota Timberwolves","25.4","24","58","27","55","-4.91","0.18","-4.74","106.1","111.4","-5.3","91.6",".289",".227",".526",NA,".481","13.3","27.7",".222",NA,".515","12.0","75.0",".254",NA,"Target Center","595,013","14,513",2009
"310","26","Memphis Grizzlies","23.3","24","58","26","56","-5.46","0.24","-5.23","103.5","109.5","-6.0","90.1",".329",".175",".533",NA,".486","14.8","25.8",".249",NA,".515","14.1","73.5",".247",NA,"FedEx Forum","519,895","12,680",2009
"311","27","Oklahoma City Thunder","24.5","23","59","24","58","-6.10","0.06","-6.04","102.9","109.4","-6.5","93.6",".308",".141",".521",NA,".471","14.8","28.6",".242",NA,".514","13.0","73.9",".216",NA,"Ford Center","766,868","18,704",2009
"312","28","Washington Wizards","26.9","19","63","21","61","-7.46","0.48","-6.98","105.4","113.6","-8.2","91.0",".293",".180",".524",NA,".480","13.2","27.7",".224",NA,".533","13.3","71.4",".227",NA,"Verizon Center","681,119","16,613",2009
"313","29","Sacramento Kings","26.3","17","65","19","63","-8.76","0.16","-8.60","105.5","114.7","-9.2","94.2",".315",".238",".542",NA,".491","14.3","24.5",".252",NA,".526","13.0","69.9",".269",NA,"ARCO Arena (II)","520,169","12,687",2009
"314","30","Los Angeles Clippers","26.6","19","63","18","64","-8.77","0.30","-8.47","102.3","111.7","-9.4","92.1",".275",".226",".520",NA,".481","14.0","25.1",".202",NA,".512","12.4","71.2",".227",NA,"STAPLES Center","663,587","16,185",2009
"315","","League Average","26.8","","","41","41","0.00","0.00","0.00","108.3","108.3","","91.7",".306",".224",".544",NA,".500","13.3","26.7",".236",NA,".500","13.3","73.3",".236",NA,"","718,309","17,520",2009
"316","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2010
"317","1","Orlando Magic*","27.9","59","23","61","21","7.49","-0.37","7.12","111.4","103.3","+8.1","92.0",".340",".350",".573",NA,".536","13.6","24.6",".246",NA,".477","12.2","77.4",".205",NA,"Amway Arena","715,901","17,461",2010
"318","2","Cleveland Cavaliers*","28.0","61","21","59","23","6.52","-0.36","6.17","111.2","104.1","+7.1","91.4",".341",".248",".570",NA,".532","13.4","25.1",".246",NA,".482","12.3","77.2",".218",NA,"Quicken Loans Arena","843,042","20,562",2010
"319","3","Utah Jazz*","25.6","53","29","55","27","5.34","-0.01","5.33","110.7","105.0","+5.7","93.8",".340",".184",".565",NA,".524","14.2","26.8",".252",NA,".492","14.2","75.6",".269",NA,"EnergySolutions Arena","794,512","19,378",2010
"320","4","San Antonio Spurs*","28.7","50","32","55","27","5.09","-0.02","5.07","110.0","104.5","+5.5","91.7",".296",".232",".552",NA,".515","12.9","26.8",".219",NA,".483","12.1","76.3",".214",NA,"AT&T Center","741,676","18,090",2010
"321","5","Atlanta Hawks*","26.5","53","29","54","28","4.66","-0.22","4.44","111.9","106.7","+5.2","90.1",".281",".214",".545",NA,".506","11.4","28.2",".213",NA,".496","13.2","72.7",".208",NA,"Philips Arena","678,375","16,546",2010
"322","6","Phoenix Suns*","28.5","54","28","54","28","4.90","-0.23","4.67","115.3","110.2","+5.1","95.3",".312",".261",".585",NA,".546","13.6","27.6",".240",NA,".491","11.6","70.8",".224",NA,"US Airways Center","723,582","17,648",2010
"323","7","Los Angeles Lakers*","28.4","57","25","54","28","4.72","0.06","4.78","108.8","103.7","+5.1","92.8",".289",".227",".538",NA,".496","12.4","27.6",".221",NA,".484","13.2","74.4",".195",NA,"STAPLES Center","778,877","18,997",2010
"324","8","Denver Nuggets*","27.7","53","29","52","30","4.09","0.06","4.15","111.8","107.5","+4.3","94.8",".376",".227",".561",NA,".509","12.7","26.1",".290",NA,".495","13.8","72.4",".251",NA,"Pepsi Center","737,301","17,983",2010
"325","9","Boston Celtics*","29.4","50","32","52","30","3.66","-0.29","3.37","107.7","103.8","+3.9","91.6",".332",".228",".564",NA,".522","14.5","22.8",".248",NA,".487","14.9","73.8",".251",NA,"TD Garden","763,584","18,624",2010
"326","10","Portland Trail Blazers*","26.6","50","32","51","31","3.30","-0.13","3.18","110.8","107.1","+3.7","87.7",".315",".215",".547",NA,".499","12.1","28.2",".249",NA,".502","13.3","74.8",".219",NA,"Rose Garden Arena","840,371","20,497",2010
"327","11","Oklahoma City Thunder*","23.2","50","32","51","31","3.49","0.06","3.55","108.3","104.6","+3.7","93.1",".333",".185",".547",NA,".494","13.9","28.6",".268",NA,".483","14.0","73.6",".229",NA,"Oklahoma City Arena","738,149","18,004",2010
"328","12","Dallas Mavericks*","30.7","55","27","49","33","2.72","-0.06","2.66","109.2","106.3","+2.9","92.5",".277",".222",".552",NA,".506","12.3","24.3",".226",NA,".495","13.6","73.7",".206",NA,"American Airlines Center","819,770","19,994",2010
"329","13","Miami Heat*","27.1","47","35","48","34","2.28","-0.29","1.99","106.6","104.1","+2.5","89.6",".296",".219",".537",NA,".496","12.8","26.1",".223",NA,".480","13.9","74.9",".246",NA,"AmericanAirlines Arena","726,935","17,730",2010
"330","14","Milwaukee Bucks*","26.4","46","36","46","36","1.70","-0.32","1.37","104.9","103.1","+1.8","91.7",".239",".259",".518",NA,".482","12.3","26.2",".181",NA,".486","14.6","76.4",".266",NA,"Bradley Center","619,453","15,109",2010
"331","15","Charlotte Bobcats*","27.4","44","38","45","37","1.46","-0.17","1.30","104.4","102.8","+1.6","90.4",".346",".211",".538",NA,".490","15.1","26.5",".260",NA,".491","14.7","74.2",".194",NA,"Time Warner Cable Arena","648,520","15,818",2010
"332","16","Houston Rockets","26.0","42","40","40","42","-0.37","0.35","-0.02","107.6","108.0","-0.4","94.0",".292",".265",".537",NA,".494","13.2","26.9",".225",NA,".511","13.6","73.8",".215",NA,"Toyota Center","677,658","16,528",2010
"333","17","Memphis Grizzlies","24.1","40","42","37","45","-1.51","0.13","-1.39","108.3","109.9","-1.6","93.6",".320",".148",".536",NA,".494","13.7","31.3",".235",NA,".520","13.2","73.3",".205",NA,"FedEx Forum","552,914","13,486",2010
"334","18","Chicago Bulls*","26.2","41","41","36","46","-1.63","0.00","-1.64","103.5","105.3","-1.8","93.1",".287",".156",".520",NA,".477","13.3","26.6",".217",NA,".484","12.3","74.8",".212",NA,"United Center","849,760","20,726",2010
"335","19","Toronto Raptors","25.2","40","42","36","46","-1.78","-0.05","-1.83","111.3","113.2","-1.9","93.1",".319",".211",".564",NA,".521","12.7","24.7",".244",NA,".513","11.8","72.9",".247",NA,"Air Canada Centre","733,784","17,897",2010
"336","20","New Orleans Hornets","27.5","37","45","34","48","-2.46","0.19","-2.27","107.4","110.1","-2.7","92.6",".243",".230",".543",NA,".506","12.7","24.8",".189",NA,".523","13.5","73.8",".205",NA,"New Orleans Arena","617,366","15,058",2010
"337","21","Indiana Pacers","26.6","32","50","33","49","-3.01","-0.10","-3.11","103.7","106.8","-3.1","97.1",".296",".278",".536",NA,".491","13.8","21.6",".229",NA,".490","13.4","73.0",".258",NA,"Conseco Fieldhouse","582,295","14,202",2010
"338","22","Golden State Warriors","25.1","26","56","32","50","-3.60","0.32","-3.28","108.1","111.7","-3.6","100.4",".294",".238",".557",NA,".514","13.1","20.9",".230",NA,".525","15.1","68.5",".260",NA,"Oracle Arena","739,120","18,027",2010
"339","23","New York Knicks","25.4","29","53","31","51","-3.82","-0.19","-4.01","107.6","111.6","-4.0","94.0",".256",".312",".547",NA,".509","13.0","23.5",".200",NA,".526","13.3","72.1",".207",NA,"Madison Square Garden (IV)","799,550","19,501",2010
"340","24","Philadelphia 76ers","25.4","27","55","30","52","-3.90","-0.03","-3.93","106.1","110.3","-4.2","91.6",".270",".206",".534",NA,".496","13.7","27.6",".204",NA,".518","13.8","73.2",".231",NA,"Wachovia Center","583,219","14,225",2010
"341","25","Sacramento Kings","24.1","25","57","29","53","-4.37","0.30","-4.06","105.3","109.9","-4.6","94.0",".286",".201",".528",NA,".491","13.6","27.8",".207",NA,".505","12.6","73.5",".244",NA,"Power Balance Pavilion","543,416","13,254",2010
"342","26","Washington Wizards","27.6","26","56","28","54","-4.78","0.06","-4.72","104.2","109.4","-5.2","91.6",".283",".183",".524",NA,".481","13.9","27.6",".216",NA,".502","12.8","72.4",".239",NA,"Verizon Center","664,398","16,205",2010
"343","27","Detroit Pistons","26.7","27","55","26","56","-5.11","0.09","-5.02","105.6","111.4","-5.8","88.5",".303",".180",".515",NA,".474","12.8","30.3",".220",NA,".526","14.2","73.4",".264",NA,"The Palace of Auburn Hills","768,826","18,752",2010
"344","28","Los Angeles Clippers","27.3","29","53","24","58","-6.35","0.34","-6.01","103.3","110.1","-6.8","92.6",".283",".221",".529",NA,".491","14.8","27.1",".206",NA,".509","12.2","74.0",".214",NA,"STAPLES Center","670,063","16,343",2010
"345","29","Minnesota Timberwolves","24.1","15","67","17","65","-9.60","0.54","-9.06","101.7","111.6","-9.9","96.1",".278",".171",".518",NA,".478","14.6","26.7",".207",NA,".525","13.0","73.6",".220",NA,"Target Center","619,170","15,102",2010
"346","30","New Jersey Nets","24.8","12","70","17","65","-9.12","0.19","-8.93","100.6","110.5","-9.9","91.4",".307",".181",".509",NA,".458","13.7","25.1",".240",NA,".517","13.3","71.8",".229",NA,"Izod Center","537,230","13,103",2010
"347","","League Average","26.8","","","41","41","0.00","-0.01","-0.01","107.6","107.6","","92.7",".300",".222",".543",NA,".501","13.3","26.3",".228",NA,".501","13.3","73.7",".228",NA,"","703,627","17,162",2010
"348","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2011
"349","1","Miami Heat*","29.0","58","24","61","21","7.46","-0.71","6.76","111.7","103.5","+8.2","90.9",".363",".235",".573",NA,".524","13.5","25.2",".279",NA,".475","12.6","75.5",".223",NA,"AmericanAirlines Arena","810,930","19,779",2011
"350","2","Chicago Bulls*","26.4","62","20","61","21","7.32","-0.79","6.53","108.3","100.3","+8.0","90.4",".305",".215",".541",NA,".501","13.5","29.4",".227",NA,".463","13.6","76.2",".222",NA,"United Center","893,462","21,792",2011
"351","3","Los Angeles Lakers*","30.2","57","25","58","24","6.11","-0.10","6.01","111.0","104.3","+6.7","90.7",".293",".220",".545",NA,".502","12.3","29.2",".228",NA,".477","12.8","72.3",".181",NA,"STAPLES Center","778,877","18,997",2011
"352","4","San Antonio Spurs*","28.8","61","21","56","26","5.71","0.16","5.86","111.8","105.6","+6.2","92.3",".299",".261",".567",NA,".527","12.8","24.9",".229",NA,".491","12.6","74.6",".190",NA,"AT&T Center","750,879","18,314",2011
"353","5","Boston Celtics*","29.5","56","26","57","25","5.37","-0.54","4.83","106.2","100.3","+5.9","90.4",".305",".180",".561",NA,".519","14.5","21.1",".235",NA,".469","14.8","74.7",".235",NA,"TD Garden","763,584","18,624",2011
"354","6","Orlando Magic*","27.6","52","30","56","26","5.46","-0.54","4.92","107.9","102.0","+5.9","91.2",".328",".328",".554",NA,".521","14.3","26.1",".227",NA,".475","13.3","76.9",".219",NA,"Amway Center","777,852","18,972",2011
"355","7","Denver Nuggets*","27.3","50","32","54","28","4.76","0.05","4.81","112.3","107.3","+5.0","95.6",".367",".258",".574",NA,".526","13.1","23.9",".281",NA,".500","12.7","75.4",".224",NA,"Pepsi Center","696,568","16,989",2011
"356","8","Dallas Mavericks*","30.9","57","25","53","29","4.23","0.18","4.41","109.7","105.0","+4.7","91.3",".286",".274",".565",NA,".525","13.6","24.1",".222",NA,".488","13.0","74.8",".206",NA,"American Airlines Center","824,162","20,102",2011
"357","9","Oklahoma City Thunder*","23.7","55","27","51","31","3.79","0.02","3.81","111.2","107.2","+4.0","92.7",".363",".212",".561",NA,".501","13.1","27.4",".299",NA,".493","12.9","73.6",".228",NA,"Chesapeake Energy Arena","744,068","18,148",2011
"358","10","Memphis Grizzlies*","25.2","46","36","48","34","2.34","0.20","2.55","107.6","105.1","+2.5","91.9",".291",".136",".534",NA,".493","13.0","28.9",".218",NA,".502","15.7","72.5",".228",NA,"FedEx Forum","600,687","14,651",2011
"359","11","Houston Rockets","26.5","43","39","47","35","2.18","0.19","2.37","111.3","109.0","+2.3","94.2",".299",".264",".550",NA,".503","12.3","27.4",".239",NA,".500","12.6","72.7",".219",NA,"Toyota Center","663,839","16,191",2011
"360","12","Portland Trail Blazers*","26.7","48","34","46","36","1.52","0.32","1.85","108.8","107.1","+1.7","87.9",".278",".228",".533",NA,".486","12.6","29.5",".224",NA,".510","15.4","72.0",".231",NA,"Rose Garden Arena","840,924","20,510",2011
"361","13","Philadelphia 76ers*","24.7","41","41","45","37","1.50","-0.50","1.01","106.6","105.0","+1.6","91.7",".273",".184",".535",NA,".494","12.3","24.6",".210",NA,".487","13.5","74.5",".231",NA,"Wells Fargo Center","604,823","14,752",2011
"362","14","New Orleans Hornets*","26.3","46","36","44","38","0.89","0.39","1.28","106.2","105.2","+1.0","88.7",".296",".192",".537",NA,".493","12.8","25.1",".226",NA,".501","14.4","76.2",".220",NA,"New Orleans Arena","603,088","14,709",2011
"363","15","New York Knicks*","25.3","42","40","43","39","0.78","-0.30","0.48","110.9","110.1","+0.8","95.6",".304",".303",".561",NA,".513","12.6","24.2",".246",NA,".511","13.8","71.9",".240",NA,"Madison Square Garden (IV)","808,879","19,729",2011
"364","16","Milwaukee Bucks","26.7","35","47","38","44","-0.84","-0.17","-1.02","101.6","102.5","-0.9","89.8",".287",".216",".511",NA,".467","13.0","24.7",".217",NA,".481","14.7","74.8",".236",NA,"Bradley Center","631,912","15,412",2011
"365","17","Phoenix Suns","29.6","40","42","39","43","-0.89","0.43","-0.46","109.5","110.4","-0.9","94.4",".283",".271",".559",NA,".522","13.2","23.7",".215",NA,".513","13.1","71.6",".211",NA,"US Airways Center","720,249","17,567",2011
"366","18","Atlanta Hawks*","27.4","44","38","39","43","-0.82","-0.28","-1.10","106.1","107.0","-0.9","89.3",".269",".222",".542",NA,".501","13.5","23.4",".209",NA,".495","12.3","74.6",".211",NA,"Philips Arena","641,596","15,649",2011
"367","19","Indiana Pacers*","25.9","37","45","38","44","-1.07","-0.30","-1.38","104.8","106.0","-1.2","94.7",".300",".244",".533",NA,".486","14.1","25.9",".235",NA,".487","12.8","74.1",".237",NA,"Conseco Fieldhouse","555,077","13,538",2011
"368","20","Utah Jazz","26.8","39","43","36","46","-1.83","0.39","-1.44","108.1","110.1","-2.0","91.0",".313",".191",".544",NA,".498","13.5","27.0",".241",NA,".505","13.8","71.7",".275",NA,"EnergySolutions Arena","799,982","19,512",2011
"369","21","Golden State Warriors","25.2","36","46","35","47","-2.33","0.33","-2.00","108.2","110.7","-2.5","94.8",".241",".248",".544",NA,".510","13.3","26.7",".183",NA,".509","14.5","69.3",".259",NA,"Oracle Arena","766,398","18,693",2011
"370","22","Los Angeles Clippers","24.6","32","50","32","50","-3.13","0.42","-2.71","105.3","108.7","-3.4","92.8",".332",".230",".535",NA,".496","15.1","28.4",".234",NA,".499","12.8","73.2",".250",NA,"STAPLES Center","727,462","17,743",2011
"371","23","Detroit Pistons","27.2","30","52","31","51","-3.60","-0.18","-3.78","107.7","111.7","-4.0","89.2",".279",".189",".533",NA,".495","12.5","27.4",".206",NA,".526","13.8","72.1",".235",NA,"The Palace of Auburn Hills","683,080","16,660",2011
"372","24","Charlotte Bobcats","26.9","34","48","29","53","-4.00","-0.08","-4.08","103.4","107.8","-4.4","89.6",".314",".189",".528",NA,".482","14.1","25.7",".237",NA,".500","12.9","75.2",".229",NA,"Time Warner Cable Arena","649,694","15,846",2011
"373","25","Sacramento Kings","24.8","24","58","27","55","-5.34","0.54","-4.80","103.5","109.0","-5.5","95.2",".284",".183",".519",NA,".480","14.4","29.9",".208",NA,".513","13.5","74.4",".233",NA,"Power Balance Pavilion","569,496","13,890",2011
"374","26","New Jersey Nets","24.8","24","58","24","58","-6.24","-0.04","-6.28","103.1","109.9","-6.8","89.9",".283",".201",".517",NA,".474","13.4","26.1",".215",NA,".503","11.8","74.2",".241",NA,"Prudential Center","581,378","13,949",2011
"375","27","Toronto Raptors","24.5","22","60","24","58","-6.28","0.01","-6.28","106.1","112.9","-6.8","92.9",".293",".162",".533",NA,".491","13.7","28.2",".221",NA,".522","13.0","72.0",".251",NA,"Air Canada Centre","680,255","16,592",2011
"376","28","Minnesota Timberwolves","23.8","17","65","24","58","-6.63","0.67","-5.97","104.2","111.1","-6.9","96.5",".282",".223",".526",NA,".483","15.1","29.6",".217",NA,".514","13.1","73.7",".251",NA,"Target Center","624,960","15,243",2011
"377","29","Washington Wizards","24.9","23","59","22","60","-7.40","0.11","-7.30","102.4","110.2","-7.8","93.8",".290",".172",".513",NA,".471","13.9","28.0",".216",NA,".512","14.4","70.5",".249",NA,"Verizon Center","688,466","16,792",2011
"378","30","Cleveland Cavaliers","26.6","19","63","18","64","-9.01","0.14","-8.88","102.2","111.8","-9.6","93.0",".312",".224",".518",NA,".472","13.4","24.2",".233",NA,".524","12.7","73.3",".211",NA,"Quicken Loans Arena","824,595","20,112",2011
"379","","League Average","26.7","","","41","41","0.00","0.00","0.00","107.3","107.3","","92.1",".300",".222",".541",NA,".498","13.4","26.4",".229",NA,".498","13.4","73.6",".229",NA,"","710,241","17,321",2011
"380","Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","3PAr","TS%",NA,"eFG%","TOV%","ORB%","FT/FGA",NA,"eFG%","TOV%","DRB%","FT/FGA",NA,"Arena","Attend.","Attend./G",2012
"381","1","Chicago Bulls*","27.1","50","16","51","15","8.18","-0.76","7.43","107.4","98.3","+9.1","89.1",".255",".205",".523",NA,".490","13.2","32.6",".184",NA,".450","12.8","74.3",".175",NA,"United Center","731,326","22,161",2012
